ds,vmin,vmax,Rwindow,threshold,match_runtime_sec,rank_score,score_valid,score_corr,score_mae,valid_count,invalid_count,valid_ratio,mae,norm_mae,corr,nan_quality_count
10,0.5,1.5,30,0.8,41.2444,0.07673670851342068,0.0005162622612287042,0.0,0.5100292699724518,1,1936,0.0005162622612287042,1034.8181818181818,0.4899707300275482,0.0,718
10,0.3,2.0,30,0.8,43.5472,0.07673670851342068,0.0005162622612287042,0.0,0.5100292699724518,1,1936,0.0005162622612287042,1034.8181818181818,0.4899707300275482,0.0,718
10,0.5,1.5,50,0.8,41.5734,0.07673670851342068,0.0005162622612287042,0.0,0.5100292699724518,1,1936,0.0005162622612287042,1034.8181818181818,0.4899707300275482,0.0,718
10,0.3,2.0,50,0.8,44.0363,0.07673670851342068,0.0005162622612287042,0.0,0.5100292699724518,1,1936,0.0005162622612287042,1034.8181818181818,0.4899707300275482,0.0,718
10,0.8,1.2,10,0.8,68.9492,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,718
10,0.5,1.5,10,0.8,41.9361,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,718
10,0.3,2.0,10,0.8,47.1845,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,718
10,0.8,1.2,30,0.8,40.4333,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,718
10,0.8,1.2,50,0.8,40.3176,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,718
20,0.8,1.2,10,0.8,43.6278,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.5,1.5,10,0.8,47.7262,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.5,1.5,10,0.9,47.7262,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.3,2.0,10,0.8,54.3084,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.3,2.0,10,0.9,54.3084,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.8,1.2,30,0.8,43.5855,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.5,1.5,30,0.8,47.7757,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.5,1.5,30,0.9,47.7757,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.3,2.0,30,0.8,54.3326,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.3,2.0,30,0.9,54.3326,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.8,1.2,50,0.8,43.6648,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.5,1.5,50,0.8,47.8115,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.5,1.5,50,0.9,47.8115,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.3,2.0,50,0.8,54.3494,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
20,0.3,2.0,50,0.9,54.3494,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,726
30,0.8,1.2,10,0.8,46.7987,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.8,1.2,10,0.9,46.7987,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.5,1.5,10,0.8,57.1956,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.5,1.5,10,0.9,57.1956,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.3,2.0,10,0.8,69.178,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.3,2.0,10,0.9,69.178,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.8,1.2,30,0.8,46.9131,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.8,1.2,30,0.9,46.9131,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.5,1.5,30,0.8,56.8059,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.5,1.5,30,0.9,56.8059,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.3,2.0,30,0.8,68.2281,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.3,2.0,30,0.9,68.2281,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.8,1.2,50,0.8,46.7924,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.8,1.2,50,0.9,46.7924,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.5,1.5,50,0.8,57.256,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.5,1.5,50,0.9,57.256,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.3,2.0,50,0.8,68.4608,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
30,0.3,2.0,50,0.9,68.4608,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,733
50,0.8,1.2,10,0.8,58.7359,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.8,1.2,10,0.9,58.7359,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.5,1.5,10,0.8,84.5005,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.5,1.5,10,0.9,84.5005,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.3,2.0,10,0.8,137.244,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.3,2.0,10,0.9,137.244,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.8,1.2,30,0.8,58.8867,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.8,1.2,30,0.9,58.8867,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.5,1.5,30,0.8,84.7599,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.5,1.5,30,0.9,84.7599,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.3,2.0,30,0.8,137.1454,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.3,2.0,30,0.9,137.1454,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.8,1.2,50,0.8,58.8,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.8,1.2,50,0.9,58.8,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.5,1.5,50,0.8,84.9061,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.5,1.5,50,0.9,84.9061,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.3,2.0,50,0.8,137.2845,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
50,0.3,2.0,50,0.9,137.2845,0.0,0.0,0.0,0.0,0,1937,0.0,inf,inf,0.0,747
